UPC,Commodity_ID,Component_Type,Component_%,Primary_Flag,Supplier_ID,Region_#
464552347164,COM-009,Pulp,0.2031,N,349119,1
464552347164,COM-013,Utilities,0.1172,N,349119,1
393435895045,COM-014,Warehousing,0.3604,Y,537017,2
393435895045,COM-011,Raw Materials,0.2075,N,537017,2
393435895045,COM-001,Active Chemicals,0.4321,N,537017,2
726546962644,COM-007,Overhead,0.6445,Y,282176,1
726546962644,COM-005,Ingredients,0.1561,N,282176,1
726546962644,COM-009,Pulp,0.1994,N,282176,1
362124272973,COM-013,Utilities,0.1701,Y,612530,3
362124272973,COM-014,Warehousing,0.2479,N,612530,3
362124272973,COM-008,Packaging,0.582,N,612530,3
730732359872,COM-012,Resin,0.5145,Y,324729,1
730732359872,COM-001,Active Chemicals,0.2921,N,324729,1
730732359872,COM-011,Raw Materials,0.1934,N,324729,1
375838991906,COM-009,Pulp,0.438,Y,944193,4
375838991906,COM-007,Overhead,0.4359,N,944193,4
375838991906,COM-002,Co-manufacturing,0.1261,N,944193,4
715787627934,COM-014,Warehousing,0.1779,Y,722615,4
715787627934,COM-007,Overhead,0.5431,N,722615,4
715787627934,COM-010,Quality Testing,0.279,N,722615,4
992504356319,COM-012,Resin,0.3624,Y,523727,2
992504356319,COM-014,Warehousing,0.3244,N,523727,2
992504356319,COM-013,Utilities,0.3132,N,523727,2
884804555817,COM-014,Warehousing,0.176,Y,819656,4
884804555817,COM-002,Co-manufacturing,0.6188,N,819656,4
884804555817,COM-001,Active Chemicals,0.2052,N,819656,4
386650063966,COM-012,Resin,0.2262,Y,947609,2
386650063966,COM-010,Quality Testing,0.2403,N,947609,2
386650063966,COM-005,Ingredients,0.5335,N,947609,2
232504954712,COM-001,Active Chemicals,0.1548,Y,156284,2
232504954712,COM-007,Overhead,0.5392,N,156284,2
232504954712,COM-012,Resin,0.306,N,156284,2
256584077006,COM-004,Freight,0.4668,Y,850432,1
256584077006,COM-010,Quality Testing,0.2903,N,850432,1
256584077006,COM-006,Labor,0.2429,N,850432,1
774865659834,COM-001,Active Chemicals,0.484,Y,764259,5
774865659834,COM-004,Freight,0.2506,N,764259,5
774865659834,COM-013,Utilities,0.2654,N,764259,5
107201578452,COM-006,Labor,0.5165,Y,869238,1
107201578452,COM-008,Packaging,0.0994,N,869238,1
107201578452,COM-011,Raw Materials,0.3841,N,869238,1
855433096260,COM-004,Freight,0.5753,Y,459381,2
855433096260,COM-013,Utilities,0.1924,N,459381,2
855433096260,COM-011,Raw Materials,0.2323,N,459381,2
816018765703,COM-008,Packaging,0.0173,Y,139178,4
816018765703,COM-002,Co-manufacturing,0.8011,N,139178,4
816018765703,COM-011,Raw Materials,0.1816,N,139178,4
234777163656,COM-002,Co-manufacturing,0.1067,Y,365015,5
234777163656,COM-001,Active Chemicals,0.7296,N,365015,5
234777163656,COM-007,Overhead,0.1637,N,365015,5
658796351695,COM-004,Freight,0.1688,Y,747703,4
658796351695,COM-010,Quality Testing,0.5836,N,747703,4
658796351695,COM-007,Overhead,0.2476,N,747703,4
143638472329,COM-008,Packaging,0.3402,Y,620465,2
143638472329,COM-014,Warehousing,0.0888,N,620465,2
143638472329,COM-003,Fragrance,0.571,N,620465,2
210481918731,COM-014,Warehousing,0.3467,Y,775636,1
210481918731,COM-007,Overhead,0.1963,N,775636,1
210481918731,COM-005,Ingredients,0.457,N,775636,1
936879728716,COM-013,Utilities,0.3772,Y,110142,3
936879728716,COM-008,Packaging,0.4599,N,110142,3
936879728716,COM-005,Ingredients,0.1629,N,110142,3
602349296008,COM-014,Warehousing,0.3619,Y,976303,2
602349296008,COM-006,Labor,0.2842,N,976303,2
602349296008,COM-008,Packaging,0.3539,N,976303,2
770793406340,COM-009,Pulp,0.5157,Y,917012,4
770793406340,COM-011,Raw Materials,0.2236,N,917012,4
770793406340,COM-008,Packaging,0.2607,N,917012,4
846758800926,COM-008,Packaging,0.7317,Y,904812,5
846758800926,COM-012,Resin,0.1612,N,904812,5
846758800926,COM-002,Co-manufacturing,0.1071,N,904812,5
774257430881,COM-005,Ingredients,0.086,Y,112210,4
774257430881,COM-004,Freight,0.7597,N,112210,4
774257430881,COM-014,Warehousing,0.1543,N,112210,4
999380226336,COM-013,Utilities,0.3152,Y,182659,1
999380226336,COM-002,Co-manufacturing,0.3955,N,182659,1
999380226336,COM-011,Raw Materials,0.2893,N,182659,1
102358361363,COM-004,Freight,0.0615,Y,930244,3
102358361363,COM-002,Co-manufacturing,0.2919,N,930244,3
102358361363,COM-010,Quality Testing,0.6466,N,930244,3
601842522128,COM-004,Freight,0.1601,Y,687360,3
601842522128,COM-011,Raw Materials,0.3634,N,687360,3
601842522128,COM-005,Ingredients,0.4765,N,687360,3
284240684348,COM-004,Freight,0.3205,Y,247271,5
284240684348,COM-009,Pulp,0.0758,N,247271,5
284240684348,COM-014,Warehousing,0.6037,N,247271,5
842331265000,COM-013,Utilities,0.5869,Y,229204,1
842331265000,COM-011,Raw Materials,0.3845,N,229204,1
842331265000,COM-001,Active Chemicals,0.0286,N,229204,1
738626494246,COM-012,Resin,0.1788,Y,865979,4
738626494246,COM-003,Fragrance,0.532,N,865979,4
738626494246,COM-013,Utilities,0.2892,N,865979,4
986708220451,COM-002,Co-manufacturing,0.3182,Y,244892,2
986708220451,COM-004,Freight,0.4943,N,244892,2
986708220451,COM-010,Quality Testing,0.1875,N,244892,2
244621743889,COM-013,Utilities,0.7486,Y,781664,4
244621743889,COM-008,Packaging,0.0748,N,781664,4
244621743889,COM-005,Ingredients,0.1766,N,781664,4
986577398621,COM-007,Overhead,0.453,Y,648122,4
986577398621,COM-002,Co-manufacturing,0.4954,N,648122,4
986577398621,COM-014,Warehousing,0.0516,N,648122,4
695942148213,COM-012,Resin,0.4073,Y,476105,1
695942148213,COM-004,Freight,0.3116,N,476105,1
695942148213,COM-001,Active Chemicals,0.2811,N,476105,1
556931067925,COM-014,Warehousing,0.4869,Y,818430,5
556931067925,COM-004,Freight,0.0665,N,818430,5
556931067925,COM-002,Co-manufacturing,0.4466,N,818430,5
590889755438,COM-007,Overhead,0.4815,Y,815819,5
590889755438,COM-006,Labor,0.365,N,815819,5
590889755438,COM-010,Quality Testing,0.1535,N,815819,5
271530232564,COM-014,Warehousing,0.08,Y,261169,2
271530232564,COM-002,Co-manufacturing,0.6601,N,261169,2
271530232564,COM-007,Overhead,0.2599,N,261169,2
880756469984,COM-008,Packaging,0.2349,Y,650916,4
880756469984,COM-005,Ingredients,0.3502,N,650916,4
880756469984,COM-004,Freight,0.4149,N,650916,4
337484093561,COM-002,Co-manufacturing,0.0527,Y,748314,5
337484093561,COM-003,Fragrance,0.3523,N,748314,5
337484093561,COM-010,Quality Testing,0.595,N,748314,5
975812260897,COM-001,Active Chemicals,0.3243,Y,504620,1
975812260897,COM-010,Quality Testing,0.4003,N,504620,1
975812260897,COM-014,Warehousing,0.2754,N,504620,1
664016448587,COM-014,Warehousing,0.3017,Y,200617,4
664016448587,COM-002,Co-manufacturing,0.5155,N,200617,4
664016448587,COM-012,Resin,0.1828,N,200617,4
854827148455,COM-010,Quality Testing,0.4475,Y,124906,2
854827148455,COM-007,Overhead,0.173,N,124906,2
854827148455,COM-001,Active Chemicals,0.3795,N,124906,2
595587826397,COM-011,Raw Materials,0.6144,Y,524094,4
595587826397,COM-013,Utilities,0.2558,N,524094,4
595587826397,COM-008,Packaging,0.1298,N,524094,4
197094460985,COM-013,Utilities,0.4932,Y,902448,4
197094460985,COM-012,Resin,0.051,N,902448,4
197094460985,COM-001,Active Chemicals,0.4558,N,902448,4
705638278518,COM-004,Freight,0.5134,Y,248241,5
705638278518,COM-012,Resin,0.2935,N,248241,5
705638278518,COM-002,Co-manufacturing,0.1931,N,248241,5
311538915196,COM-002,Co-manufacturing,0.5935,Y,290167,1
311538915196,COM-008,Packaging,0.4024,N,290167,1
311538915196,COM-007,Overhead,0.0041,N,290167,1
238972851068,COM-013,Utilities,0.3798,Y,787313,2
238972851068,COM-003,Fragrance,0.2242,N,787313,2
238972851068,COM-006,Labor,0.396,N,787313,2
105019268492,COM-009,Pulp,0.3906,Y,358133,4
105019268492,COM-014,Warehousing,0.201,N,358133,4
105019268492,COM-010,Quality Testing,0.4084,N,358133,4
768492553913,COM-013,Utilities,0.3939,Y,982683,5
768492553913,COM-008,Packaging,0.3286,N,982683,5
768492553913,COM-011,Raw Materials,0.2775,N,982683,5
142547249899,COM-013,Utilities,0.5647,Y,373276,5
142547249899,COM-007,Overhead,0.1152,N,373276,5
142547249899,COM-006,Labor,0.3201,N,373276,5
651318604571,COM-006,Labor,0.5391,Y,794868,4
651318604571,COM-014,Warehousing,0.3203,N,794868,4
651318604571,COM-003,Fragrance,0.1406,N,794868,4
340691770428,COM-012,Resin,0.5979,Y,611329,5
340691770428,COM-009,Pulp,0.3046,N,611329,5
340691770428,COM-010,Quality Testing,0.0975,N,611329,5
798023981510,COM-001,Active Chemicals,0.5555,Y,975427,1
798023981510,COM-007,Overhead,0.3062,N,975427,1
798023981510,COM-012,Resin,0.1383,N,975427,1
969674448258,COM-006,Labor,0.3254,Y,733561,4
969674448258,COM-014,Warehousing,0.3308,N,733561,4
969674448258,COM-010,Quality Testing,0.3438,N,733561,4
556255863329,COM-006,Labor,0.4997,Y,446265,4
556255863329,COM-002,Co-manufacturing,0.2147,N,446265,4
556255863329,COM-012,Resin,0.2856,N,446265,4
246720932454,COM-003,Fragrance,0.2975,Y,637544,2
246720932454,COM-014,Warehousing,0.2809,N,637544,2
246720932454,COM-002,Co-manufacturing,0.4216,N,637544,2
590556533399,COM-010,Quality Testing,0.2923,Y,594312,5
590556533399,COM-003,Fragrance,0.6221,N,594312,5
590556533399,COM-006,Labor,0.0856,N,594312,5
854729635407,COM-011,Raw Materials,0.3848,Y,575497,5
854729635407,COM-004,Freight,0.2205,N,575497,5
854729635407,COM-001,Active Chemicals,0.3947,N,575497,5
293687127561,COM-001,Active Chemicals,0.6832,Y,744610,5
293687127561,COM-011,Raw Materials,0.2403,N,744610,5
293687127561,COM-002,Co-manufacturing,0.0765,N,744610,5
682816938001,COM-010,Quality Testing,0.4218,Y,340633,4
682816938001,COM-013,Utilities,0.2654,N,340633,4
682816938001,COM-014,Warehousing,0.3128,N,340633,4
943862896001,COM-003,Fragrance,0.153,Y,187889,1
943862896001,COM-001,Active Chemicals,0.7194,N,187889,1
943862896001,COM-008,Packaging,0.1276,N,187889,1
447051770714,COM-012,Resin,0.4868,Y,479867,1
447051770714,COM-003,Fragrance,0.3049,N,479867,1
447051770714,COM-005,Ingredients,0.2083,N,479867,1
707365190159,COM-013,Utilities,0.3106,Y,684646,2
707365190159,COM-006,Labor,0.3226,N,684646,2
707365190159,COM-002,Co-manufacturing,0.3668,N,684646,2
332358927381,COM-011,Raw Materials,0.0207,Y,520018,5
332358927381,COM-010,Quality Testing,0.441,N,520018,5
332358927381,COM-008,Packaging,0.5383,N,520018,5
388038032310,COM-003,Fragrance,0.4958,Y,488848,4
388038032310,COM-002,Co-manufacturing,0.2222,N,488848,4
388038032310,COM-001,Active Chemicals,0.282,N,488848,4
643915909538,COM-004,Freight,0.137,Y,111230,5
643915909538,COM-003,Fragrance,0.2501,N,111230,5
643915909538,COM-006,Labor,0.6129,N,111230,5
955883631729,COM-001,Active Chemicals,0.3906,Y,470281,3
955883631729,COM-007,Overhead,0.2216,N,470281,3
955883631729,COM-013,Utilities,0.3878,N,470281,3
766691862699,COM-007,Overhead,0.4112,Y,576849,4
766691862699,COM-005,Ingredients,0.2297,N,576849,4
766691862699,COM-008,Packaging,0.3591,N,576849,4
516466036992,COM-008,Packaging,0.1639,Y,607122,2
516466036992,COM-007,Overhead,0.2591,N,607122,2
516466036992,COM-014,Warehousing,0.577,N,607122,2
668452219998,COM-001,Active Chemicals,0.2937,Y,110195,5
668452219998,COM-006,Labor,0.338,N,110195,5
668452219998,COM-009,Pulp,0.3683,N,110195,5
310066538900,COM-006,Labor,0.163,Y,872918,3
310066538900,COM-010,Quality Testing,0.3212,N,872918,3
310066538900,COM-008,Packaging,0.5158,N,872918,3
510093321841,COM-007,Overhead,0.1963,Y,430738,1
510093321841,COM-012,Resin,0.1053,N,430738,1
510093321841,COM-004,Freight,0.6984,N,430738,1
649895669380,COM-011,Raw Materials,0.4309,Y,512842,1
649895669380,COM-014,Warehousing,0.1741,N,512842,1
649895669380,COM-002,Co-manufacturing,0.395,N,512842,1
771567968325,COM-005,Ingredients,0.5114,Y,296243,3
771567968325,COM-006,Labor,0.2717,N,296243,3
771567968325,COM-009,Pulp,0.2169,N,296243,3
541755966805,COM-012,Resin,0.3288,Y,572623,2
541755966805,COM-014,Warehousing,0.3531,N,572623,2
541755966805,COM-004,Freight,0.3181,N,572623,2
560320023148,COM-011,Raw Materials,0.2252,Y,241003,5
560320023148,COM-012,Resin,0.1629,N,241003,5
560320023148,COM-008,Packaging,0.6119,N,241003,5
594334852500,COM-014,Warehousing,0.4566,Y,450912,1
594334852500,COM-002,Co-manufacturing,0.3919,N,450912,1
594334852500,COM-003,Fragrance,0.1515,N,450912,1
458007467288,COM-014,Warehousing,0.4609,Y,635239,4
458007467288,COM-006,Labor,0.3174,N,635239,4
458007467288,COM-002,Co-manufacturing,0.2217,N,635239,4
276433442284,COM-012,Resin,0.2636,Y,339303,3
276433442284,COM-007,Overhead,0.6684,N,339303,3
276433442284,COM-009,Pulp,0.068,N,339303,3
302582088715,COM-008,Packaging,0.1693,Y,231113,5
302582088715,COM-009,Pulp,0.6346,N,231113,5
302582088715,COM-001,Active Chemicals,0.1961,N,231113,5
779732056668,COM-009,Pulp,0.2778,Y,188406,1
779732056668,COM-002,Co-manufacturing,0.1557,N,188406,1
779732056668,COM-006,Labor,0.5665,N,188406,1
493691945766,COM-001,Active Chemicals,0.4628,Y,599284,4
493691945766,COM-006,Labor,0.29,N,599284,4
493691945766,COM-003,Fragrance,0.2472,N,599284,4
802827531370,COM-007,Overhead,0.4101,Y,424703,3
802827531370,COM-005,Ingredients,0.3708,N,424703,3
802827531370,COM-012,Resin,0.2191,N,424703,3
936725684949,COM-010,Quality Testing,0.5605,Y,460589,1
936725684949,COM-012,Resin,0.3121,N,460589,1
936725684949,COM-007,Overhead,0.1274,N,460589,1
717969180549,COM-008,Packaging,0.2478,Y,513927,2
717969180549,COM-012,Resin,0.1323,N,513927,2
717969180549,COM-002,Co-manufacturing,0.6199,N,513927,2
918828888003,COM-009,Pulp,0.2492,Y,948097,4
918828888003,COM-007,Overhead,0.1433,N,948097,4
918828888003,COM-013,Utilities,0.6075,N,948097,4
123772518378,COM-004,Freight,0.5982,Y,207241,4
123772518378,COM-005,Ingredients,0.0588,N,207241,4
123772518378,COM-012,Resin,0.343,N,207241,4
137758881655,COM-014,Warehousing,0.0086,Y,184120,4
137758881655,COM-007,Overhead,0.7236,N,184120,4
137758881655,COM-012,Resin,0.2678,N,184120,4
372485442411,COM-007,Overhead,0.3871,Y,135138,1
372485442411,COM-005,Ingredients,0.1842,N,135138,1
372485442411,COM-006,Labor,0.4287,N,135138,1
802146534620,COM-010,Quality Testing,0.5512,Y,308376,5
802146534620,COM-007,Overhead,0.2818,N,308376,5
802146534620,COM-003,Fragrance,0.167,N,308376,5
961489166009,COM-005,Ingredients,0.7558,Y,598357,3
961489166009,COM-010,Quality Testing,0.04,N,598357,3
961489166009,COM-002,Co-manufacturing,0.2042,N,598357,3
969887013783,COM-013,Utilities,0.3326,Y,231939,1
969887013783,COM-004,Freight,0.3269,N,231939,1
969887013783,COM-011,Raw Materials,0.3405,N,231939,1
146809401363,COM-007,Overhead,0.1922,Y,840951,3
146809401363,COM-003,Fragrance,0.2922,N,840951,3
146809401363,COM-001,Active Chemicals,0.5156,N,840951,3
998918069255,COM-014,Warehousing,0.4847,Y,667915,1
998918069255,COM-005,Ingredients,0.2041,N,667915,1
998918069255,COM-003,Fragrance,0.3112,N,667915,1
692564453681,COM-001,Active Chemicals,0.6156,Y,299092,3
692564453681,COM-002,Co-manufacturing,0.1645,N,299092,3
692564453681,COM-008,Packaging,0.2199,N,299092,3
633035743163,COM-004,Freight,0.2082,Y,203550,1
633035743163,COM-003,Fragrance,0.0239,N,203550,1
633035743163,COM-013,Utilities,0.7679,N,203550,1
803520023718,COM-013,Utilities,0.4343,Y,478458,1
803520023718,COM-008,Packaging,0.2691,N,478458,1
803520023718,COM-007,Overhead,0.2966,N,478458,1
356517660203,COM-012,Resin,0.3379,Y,504048,2
356517660203,COM-013,Utilities,0.4004,N,504048,2
356517660203,COM-008,Packaging,0.2617,N,504048,2
215460850007,COM-005,Ingredients,0.1981,Y,930956,3
215460850007,COM-001,Active Chemicals,0.6567,N,930956,3
215460850007,COM-014,Warehousing,0.1452,N,930956,3
767109141999,COM-011,Raw Materials,0.1311,Y,690500,3
767109141999,COM-013,Utilities,0.6587,N,690500,3
767109141999,COM-014,Warehousing,0.2102,N,690500,3
332881230114,COM-006,Labor,0.5566,Y,122755,4
332881230114,COM-008,Packaging,0.3116,N,122755,4
332881230114,COM-011,Raw Materials,0.1318,N,122755,4
373083279361,COM-006,Labor,0.2439,Y,368691,3
373083279361,COM-009,Pulp,0.6579,N,368691,3
373083279361,COM-013,Utilities,0.0982,N,368691,3
987901979370,COM-013,Utilities,0.5592,Y,500080,1
987901979370,COM-002,Co-manufacturing,0.3687,N,500080,1
987901979370,COM-003,Fragrance,0.0721,N,500080,1
676834652368,COM-009,Pulp,0.3404,Y,434827,5
676834652368,COM-010,Quality Testing,0.1807,N,434827,5
676834652368,COM-003,Fragrance,0.4789,N,434827,5
964533035126,COM-001,Active Chemicals,0.6171,Y,255202,4
964533035126,COM-012,Resin,0.1179,N,255202,4
964533035126,COM-013,Utilities,0.265,N,255202,4
535887044366,COM-005,Ingredients,0.3499,Y,699083,5
535887044366,COM-002,Co-manufacturing,0.3106,N,699083,5
535887044366,COM-003,Fragrance,0.3395,N,699083,5
483820901946,COM-003,Fragrance,0.2995,Y,436318,1
483820901946,COM-010,Quality Testing,0.0777,N,436318,1
483820901946,COM-009,Pulp,0.6228,N,436318,1
852476918258,COM-014,Warehousing,0.7887,Y,263568,1
852476918258,COM-007,Overhead,0.1547,N,263568,1
852476918258,COM-011,Raw Materials,0.0566,N,263568,1
123498583446,COM-013,Utilities,0.22,Y,319162,5
123498583446,COM-014,Warehousing,0.0992,N,319162,5
123498583446,COM-002,Co-manufacturing,0.6808,N,319162,5
165156026766,COM-008,Packaging,0.1636,Y,310445,3
165156026766,COM-012,Resin,0.421,N,310445,3
165156026766,COM-002,Co-manufacturing,0.4154,N,310445,3
417909520690,COM-001,Active Chemicals,0.328,Y,505298,5
417909520690,COM-008,Packaging,0.1221,N,505298,5
417909520690,COM-006,Labor,0.5499,N,505298,5
437281270772,COM-007,Overhead,0.4812,Y,613731,4
437281270772,COM-010,Quality Testing,0.3729,N,613731,4
437281270772,COM-011,Raw Materials,0.1459,N,613731,4
823241769003,COM-006,Labor,0.426,Y,192059,3
823241769003,COM-012,Resin,0.2643,N,192059,3
823241769003,COM-007,Overhead,0.3097,N,192059,3
253126204032,COM-002,Co-manufacturing,0.1203,Y,667650,3
253126204032,COM-003,Fragrance,0.3219,N,667650,3
253126204032,COM-006,Labor,0.5578,N,667650,3
262691806925,COM-013,Utilities,0.3751,Y,130915,1
262691806925,COM-007,Overhead,0.4901,N,130915,1
262691806925,COM-006,Labor,0.1348,N,130915,1
776938306428,COM-001,Active Chemicals,0.4484,Y,735022,1
776938306428,COM-003,Fragrance,0.1819,N,735022,1
776938306428,COM-009,Pulp,0.3697,N,735022,1
276684271802,COM-004,Freight,0.164,Y,337264,2
276684271802,COM-010,Quality Testing,0.1244,N,337264,2
276684271802,COM-014,Warehousing,0.7116,N,337264,2
606233943489,COM-003,Fragrance,0.1157,Y,548324,2
606233943489,COM-001,Active Chemicals,0.6157,N,548324,2
606233943489,COM-010,Quality Testing,0.2686,N,548324,2
370565057016,COM-007,Overhead,0.7021,Y,663996,4
370565057016,COM-009,Pulp,0.1615,N,663996,4
370565057016,COM-012,Resin,0.1364,N,663996,4
771279421259,COM-001,Active Chemicals,0.6329,Y,823468,5
771279421259,COM-006,Labor,0.2967,N,823468,5
771279421259,COM-012,Resin,0.0704,N,823468,5
750488605610,COM-008,Packaging,0.1026,Y,311741,3
750488605610,COM-014,Warehousing,0.4387,N,311741,3
750488605610,COM-013,Utilities,0.4587,N,311741,3
523944535708,COM-003,Fragrance,0.4358,Y,929493,5
523944535708,COM-002,Co-manufacturing,0.3398,N,929493,5
523944535708,COM-006,Labor,0.2244,N,929493,5
440625533482,COM-009,Pulp,0.6473,Y,905967,1
440625533482,COM-014,Warehousing,0.0813,N,905967,1
440625533482,COM-010,Quality Testing,0.2714,N,905967,1
745176560476,COM-011,Raw Materials,0.2878,Y,598820,1
745176560476,COM-006,Labor,0.2953,N,598820,1
745176560476,COM-010,Quality Testing,0.4169,N,598820,1
138026907248,COM-002,Co-manufacturing,0.3444,Y,706174,5
138026907248,COM-007,Overhead,0.5599,N,706174,5
138026907248,COM-003,Fragrance,0.0957,N,706174,5
738873528295,COM-008,Packaging,0.1158,Y,137581,4
738873528295,COM-007,Overhead,0.5264,N,137581,4
738873528295,COM-009,Pulp,0.3578,N,137581,4
553235240345,COM-003,Fragrance,0.6144,Y,320038,1
553235240345,COM-010,Quality Testing,0.1516,N,320038,1
553235240345,COM-013,Utilities,0.234,N,320038,1
733616730635,COM-004,Freight,0.6762,Y,471042,3
733616730635,COM-013,Utilities,0.1362,N,471042,3
733616730635,COM-007,Overhead,0.1876,N,471042,3
974564694517,COM-004,Freight,0.0644,Y,873291,1
974564694517,COM-011,Raw Materials,0.3627,N,873291,1
974564694517,COM-002,Co-manufacturing,0.5729,N,873291,1
655340491135,COM-004,Freight,0.1634,Y,439658,5
655340491135,COM-005,Ingredients,0.7097,N,439658,5
655340491135,COM-010,Quality Testing,0.1269,N,439658,5
605204979213,COM-007,Overhead,0.331,Y,451387,4
605204979213,COM-003,Fragrance,0.1716,N,451387,4
605204979213,COM-013,Utilities,0.4974,N,451387,4
854099180772,COM-002,Co-manufacturing,0.4939,Y,938373,4
854099180772,COM-001,Active Chemicals,0.3345,N,938373,4
854099180772,COM-006,Labor,0.1716,N,938373,4
927993862448,COM-014,Warehousing,0.0586,Y,839525,4
927993862448,COM-007,Overhead,0.7105,N,839525,4
927993862448,COM-004,Freight,0.2309,N,839525,4
142026014401,COM-009,Pulp,0.4927,Y,311915,2
142026014401,COM-013,Utilities,0.3441,N,311915,2
142026014401,COM-001,Active Chemicals,0.1632,N,311915,2
670964464815,COM-008,Packaging,0.3187,Y,239164,5
670964464815,COM-011,Raw Materials,0.1483,N,239164,5
670964464815,COM-007,Overhead,0.533,N,239164,5
211867318524,COM-004,Freight,0.3334,Y,903398,5
211867318524,COM-007,Overhead,0.3542,N,903398,5
211867318524,COM-010,Quality Testing,0.3124,N,903398,5
272440019476,COM-006,Labor,0.3498,Y,220020,3
272440019476,COM-013,Utilities,0.1006,N,220020,3
272440019476,COM-007,Overhead,0.5496,N,220020,3
694160359326,COM-006,Labor,0.8335,Y,153190,2
694160359326,COM-013,Utilities,0.1125,N,153190,2
694160359326,COM-003,Fragrance,0.054,N,153190,2
440829811178,COM-003,Fragrance,0.1785,Y,957150,5
440829811178,COM-006,Labor,0.2366,N,957150,5
440829811178,COM-008,Packaging,0.5849,N,957150,5
355424049607,COM-009,Pulp,0.1859,Y,250703,1
355424049607,COM-014,Warehousing,0.5836,N,250703,1
355424049607,COM-011,Raw Materials,0.2305,N,250703,1
409971232353,COM-001,Active Chemicals,0.1775,Y,465549,4
409971232353,COM-009,Pulp,0.1509,N,465549,4
409971232353,COM-012,Resin,0.6716,N,465549,4
632463810554,COM-004,Freight,0.3524,Y,169268,3
632463810554,COM-006,Labor,0.5239,N,169268,3
632463810554,COM-002,Co-manufacturing,0.1237,N,169268,3
755378350275,COM-010,Quality Testing,0.235,Y,441183,5
755378350275,COM-012,Resin,0.2397,N,441183,5
755378350275,COM-005,Ingredients,0.5253,N,441183,5
998582800308,COM-006,Labor,0.2987,Y,708979,5
998582800308,COM-009,Pulp,0.062,N,708979,5
998582800308,COM-001,Active Chemicals,0.6393,N,708979,5
848207619702,COM-003,Fragrance,0.0259,Y,414295,3
848207619702,COM-011,Raw Materials,0.5551,N,414295,3
848207619702,COM-014,Warehousing,0.419,N,414295,3
100228180081,COM-002,Co-manufacturing,0.4296,Y,687234,3
100228180081,COM-005,Ingredients,0.2089,N,687234,3
100228180081,COM-013,Utilities,0.3615,N,687234,3
826756639166,COM-006,Labor,0.2287,Y,597938,3
826756639166,COM-014,Warehousing,0.2234,N,597938,3
826756639166,COM-011,Raw Materials,0.5479,N,597938,3
579567143505,COM-001,Active Chemicals,0.4872,Y,188776,5
579567143505,COM-012,Resin,0.2034,N,188776,5
579567143505,COM-014,Warehousing,0.3094,N,188776,5
763249344817,COM-003,Fragrance,0.4023,Y,706012,3
763249344817,COM-005,Ingredients,0.3143,N,706012,3
763249344817,COM-011,Raw Materials,0.2834,N,706012,3
736141197067,COM-008,Packaging,0.1889,Y,824038,4
736141197067,COM-004,Freight,0.3552,N,824038,4
736141197067,COM-009,Pulp,0.4559,N,824038,4
685591071839,COM-007,Overhead,0.6213,Y,111307,5
685591071839,COM-006,Labor,0.1863,N,111307,5
685591071839,COM-011,Raw Materials,0.1924,N,111307,5
737687368828,COM-014,Warehousing,0.457,Y,700687,5
737687368828,COM-010,Quality Testing,0.1555,N,700687,5
737687368828,COM-007,Overhead,0.3875,N,700687,5
382857347964,COM-009,Pulp,0.1015,Y,877444,1
382857347964,COM-005,Ingredients,0.1212,N,877444,1
382857347964,COM-006,Labor,0.7773,N,877444,1
683253861572,COM-010,Quality Testing,0.358,Y,459502,5
683253861572,COM-012,Resin,0.3523,N,459502,5
683253861572,COM-004,Freight,0.2897,N,459502,5
905640333459,COM-013,Utilities,0.3903,Y,156964,5
905640333459,COM-010,Quality Testing,0.058,N,156964,5
905640333459,COM-001,Active Chemicals,0.5517,N,156964,5
260041756412,COM-002,Co-manufacturing,0.5471,Y,555851,3
260041756412,COM-005,Ingredients,0.177,N,555851,3
260041756412,COM-012,Resin,0.2759,N,555851,3
981615429089,COM-002,Co-manufacturing,0.5228,Y,367747,5
981615429089,COM-013,Utilities,0.297,N,367747,5
981615429089,COM-006,Labor,0.1802,N,367747,5
209140482420,COM-011,Raw Materials,0.5082,Y,208954,4
209140482420,COM-014,Warehousing,0.1891,N,208954,4
209140482420,COM-003,Fragrance,0.3027,N,208954,4
195004578288,COM-007,Overhead,0.364,Y,236217,1
195004578288,COM-009,Pulp,0.0937,N,236217,1
195004578288,COM-002,Co-manufacturing,0.5423,N,236217,1
948975788158,COM-007,Overhead,0.6378,Y,439113,5
948975788158,COM-014,Warehousing,0.1442,N,439113,5
948975788158,COM-006,Labor,0.218,N,439113,5
809436007104,COM-008,Packaging,0.2068,Y,213697,1
809436007104,COM-003,Fragrance,0.0558,N,213697,1
809436007104,COM-013,Utilities,0.7374,N,213697,1
817898862664,COM-013,Utilities,0.5625,Y,100909,5
817898862664,COM-010,Quality Testing,0.2046,N,100909,5
817898862664,COM-009,Pulp,0.2329,N,100909,5
100970004816,COM-002,Co-manufacturing,0.4714,Y,822742,3
100970004816,COM-014,Warehousing,0.2414,N,822742,3
100970004816,COM-008,Packaging,0.2872,N,822742,3
945079711127,COM-002,Co-manufacturing,0.4233,Y,779259,4
945079711127,COM-013,Utilities,0.269,N,779259,4
945079711127,COM-005,Ingredients,0.3077,N,779259,4
251137599190,COM-002,Co-manufacturing,0.2618,Y,302472,1
251137599190,COM-007,Overhead,0.1709,N,302472,1
251137599190,COM-009,Pulp,0.5673,N,302472,1
